physical_condition,series,architecture,K_C,K_D,n_binders,gradient_scale,receptor_density_contrast_percent,plotted_axis_coordinate,mean,lower_95_percent,upper_95_percent,trajectory_count,curve_role,arrival_time_limit,recording_time_limit,mean_recorded_duration,path_ci_time_limit,mean_path_ci_duration,observation_lag,mobile_fraction,effective_K_D_at_start,local_K_C_at_start,cleavage_rate_scale,path_ci_correction_coefficient
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0027312887825437,11.527679824252646,11.527679824252646,4.685967159473568,,,,gradient,500000.0,500000.0,144298.70493377655,100000.0,89900.5598710148,565.8772742501042,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0027636628560983,11.671801362166368,11.67180136216539,4.801294142269433,,,,gradient,500000.0,500000.0,141069.35176831498,100000.0,89208.17580249967,553.2131441894705,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.002796037974879,11.81610914099942,11.81610914099942,4.917979894999164,,,,gradient,500000.0,500000.0,137938.28634345293,100000.0,88498.78408196985,540.934456248835,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0028284141389192,11.960603401422444,11.960603401422444,5.036030070373104,,,,gradient,500000.0,500000.0,134901.98364350302,100000.0,87773.52788325159,529.0273868372667,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0028607913482526,12.10528438441516,12.10528438441516,5.155496959166497,,,,gradient,500000.0,500000.0,131957.3923801928,100000.0,87033.19491160769,517.4799701184031,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.002893169602913,12.25015233127058,12.25015233127058,5.276500920820416,,,,gradient,500000.0,500000.0,129102.03675189114,100000.0,86278.11019482676,506.2824970662397,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0029255489029345,12.395207483592618,12.395207483592618,5.398892584823063,,,,gradient,500000.0,500000.0,126331.59783567698,100000.0,85510.64694960666,495.418030728145,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0029579292483504,12.540450083296362,12.540450083296362,5.522676274889947,,,,gradient,500000.0,500000.0,123643.04060579363,100000.0,84731.941438021,484.874669042328,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0029903106391944,12.685880372610514,12.685880372610514,5.647856037590325,,,,gradient,500000.0,500000.0,121033.44561616224,100000.0,83943.11138336115,474.6409632006363,1.0,500.0,0.0,0.002,1.0
constrained thermal motion,mean_field_theory,mixed,0.0,500.0,10.0,1.0030226930755008,12.831498594078772,12.831498594078772,5.774435666482153,,,,gradient,500000.0,500000.0,118500.00535149926,100000.0,83145.25156879889,464.7059033392128,1.0,500.0,0.0,0.002,1.0
