explore_to_exploit_demand_ratio,reader_cleaver_coordinate,explore_density,escape_density,exploit_density,total_density,explore_fraction,escape_fraction,exploit_fraction,explore_escape_center,exploit_center,display_width
0.05,-1.8327332938940624,0.0019972656939615,0.0089791170485289,5.82909277272809e-06,0.0109822118352632,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.828659453857084,0.0020498165817422,0.0092153703291083,6.130868382960517e-06,0.0112713177792335,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.824585613820105,0.0021035223743362,0.0094568157208472,6.4475689107843305e-06,0.0115667856640942,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.820511773783127,0.0021584015482484,0.0097035362886586,6.779894975618889e-06,0.0118687177318826,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8164379337461485,0.0022144726769331,0.0099556155333105,7.128578142325453e-06,0.012177216788386,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8123640937091696,0.0022717544251746,0.0102131373661642,7.494382191235916e-06,0.0124923861735301,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8082902536721912,0.0023302655432718,0.0104761860830292,7.878104435681855e-06,0.0128143297307367,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8042164136352128,0.0023900248610249,0.0107448463371295,8.28057708858942e-06,0.013143151775243,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.8001425735982344,0.0024510512815236,0.0110192031111766,8.70266867974697e-06,0.0134789570613799,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7960687335612555,0.002513363774735,0.0112993416885439,9.145285525396308e-06,0.0138218507488043,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.791994893524277,0.0025769813708914,0.0115853476235387,9.609373251840684e-06,0.014171938367682,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.787921053487299,0.0026419231536761,0.0118773067107683,1.009591837480922e-05,0.0145293257828193,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7838472134503205,0.0027082082532072,0.0121753049535971,1.0605949936360715e-05,0.0148941191567407,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7797733734133416,0.0027758558388187,0.0124794285316931,1.1140541201156962e-05,0.015266424911713,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7756995333763632,0.0028448851116388,0.0127897637676614,1.1700811413981083e-05,0.0156463496907142,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7716256933393846,0.0029153152969649,0.0131063970927642,1.2287927620425606e-05,0.0160340003173495,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7675518533024062,0.002987165636435,0.0134294150117267,1.2903106552720716e-05,0.0164294837547145,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
0.05,-1.7634780132654275,0.0030604553799965,0.0137589040666302,1.354761658272387e-05,0.0168329070632094,0.0447152231896085,0.2010264453469952,0.7542583314633963,-0.8535831071244682,0.0683214254801594,0.3914968086627235
