architecture,K_D,K_C,n_binders,n_cleavers,mean_attachments,attachment_probability,speed,orientational_persistence_time,active_diffusivity,mobile_fraction,local_depletion_probability,receptor_contrast,persistence_length,diffusivity_shift
polarized,100.0,0.278854817172629,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0162509023635318,397.5347811032656,0.0419849137559771,1.0,0.0476192311898461,0.2622434937167014,6.460298913817184,0.0419849137559771
polarized,100.0,0.301294772472699,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0168425445849743,397.5347811032656,0.0450976295344535,1.0,0.0513910035714635,0.2717221800921885,6.695497274809781,0.0450976295344535
polarized,100.0,0.3255405118685032,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0174534762951806,397.5347811032656,0.0484286300956203,1.0,0.055456025874226,0.2815048599046295,6.938363878495666,0.0484286300956203
polarized,100.0,0.351737350096938,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0180841244028783,397.5347811032656,0.0519916110720477,1.0,0.0598361312940945,0.2915978811090005,7.18906843594248,0.0519916110720477
polarized,100.0,0.3800422956365883,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0187349048469266,397.5347811032656,0.0558009106727223,1.0,0.0645546037786028,0.3020073862271788,7.447776297313506,0.0558009106727223
polarized,100.0,0.4106249917244298,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0194062198236903,397.5347811032656,0.0598715079195158,1.0,0.0696362411444189,0.3127392674376017,7.714647349652597,0.0598715079195158
polarized,100.0,0.4436687330978611,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0200984547071631,397.5347811032656,0.0642190147412475,1.0,0.0751074138295723,0.3237991169410513,7.989834792525986,0.0642190147412475
polarized,100.0,0.4793715645558216,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0208119746331768,397.5347811032656,0.0688596608039577,1.0,0.0809961172784648,0.3351921721897622,8.273483780126655,0.0688596608039577
polarized,100.0,0.517947467923121,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0215471207173934,397.5347811032656,0.0738102698156608,1.0,0.0873320155200378,0.3469232555268352,8.565729917794648,0.0738102698156608
polarized,100.0,0.5596276445319552,10.0,10.0,0.5274619862312134,0.0527461986231213,0.0223042058730139,397.5347811032656,0.0790882258770891,1.0,0.0941464729860711,0.35899670776771,8.86669759941076,0.0790882258770891
