architecture,K_D,speed
mixed,48.30999520146666,0.0959383692021613
mixed,49.153564423996535,0.0953603316531061
mixed,50.01186370456576,0.094778693405545
mixed,50.885150253376025,0.0941936981626452
mixed,51.773685771927504,0.0936055849547041
mixed,52.67773653144411,0.0930145880354511
mixed,53.597573452668094,0.0924209367918772
mixed,54.533472187048034,0.0918248556671875
mixed,55.48571319934451,0.0912265640962819
mixed,56.45458185167806,0.0906262764532849
mixed,57.440368489045014,0.0900242020105107
mixed,58.44336852632634,0.0894205449084241
mixed,59.46388253681586,0.0888155041359229
mixed,60.50221634229438,0.0882092735204857
mixed,61.558681104676566,0.0876020417276063
mixed,62.6335934192582,0.086993992268977
mixed,63.72727540959154,0.0863853035188664
mixed,64.84005482401761,0.0857761487382182
mixed,65.97226513388385,0.085166696105897
mixed,67.1242456334769,0.0845571087566192
mixed,68.29634154170037,0.0839475448250571
mixed,69.48890410552808,0.083338157495642
mixed,70.70229070526372,0.0827290950576659
mixed,71.93686496163848,0.0821205009650959
mixed,73.19299684477892,0.0815125139008264
mixed,74.47106278507745,0.0809052678448677
mixed,75.7714457859988,0.0802988921461126
mixed,77.09453553885633,0.0796935115972497
mixed,78.44072853959251,0.079089246514757
mixed,79.81042820759852,0.0784862128081822
mixed,81.20404500660855,0.0778845220844527
mixed,82.62199656770545,0.0772842817102348
mixed,84.06470781447385,0.0766855949086919
mixed,85.53261109033883,0.0760885608455349
mixed,87.02614628812817,0.0754932747114342
mixed,88.54576098189689,0.0748998278222984
mixed,90.0919105610537,0.0743083076973384
mixed,91.66505836682929,0.0737187981545281
mixed,93.26567583112808,0.0731313794014121
mixed,94.89424261780408,0.0725461281149422
mixed,96.55124676640374,0.0719631175511875
mixed,98.23718483841893,0.0713824176145821
mixed,99.95256206609352,0.0708040949567168
mixed,101.69789250382873,0.0702282130624634
mixed,103.47369918223166,0.0696548323373102
mixed,105.2805142648544,0.0690840101938396
mixed,107.11887920766968,0.068515801137205
mixed,108.98934492133094,0.0679502568495362
mixed,110.89247193626662,0.0673874262732045
mixed,112.8288305706564,0.0668273556928287
mixed,114.79900110134092,0.0662700888160212
mixed,116.80357393771584,0.065715666852754
mixed,118.8431497986622,0.0651641285933635
mixed,120.91833989256664,0.0646155104850723
mixed,123.02976610048472,0.0640698467070685
mixed,125.17806116250252,0.0635271692440538
mixed,127.3638688673528,0.0629875079582713
mixed,129.58784424534176,0.0624508906599955
mixed,131.85065376464476,0.0619173431764287
mixed,134.1529755310298,0.0613868894190479
mixed,136.49549949106836,0.0608595514493499
mixed,138.8789276388941,0.0603353495430468
mixed,141.30397422657344,0.0598143022526437
mixed,143.77136597814763,0.0592964264684599
mixed,146.2818423074137,0.0587817374780907
mixed,148.83615553950762,0.0582702490242785
mixed,151.43507113635664,0.0577619733612901
mixed,154.0793679260688,0.0572569213097115
mixed,156.76983833632747,0.0567551023097715
mixed,159.50728863186157,0.0562565244731261
mixed,162.29253915606236,0.05576119463324
mixed,165.12642457681932,0.0552691183942354
mixed,168.00979413664845,0.0547803001783659
mixed,170.94351190718862,0.0542947432720659
mixed,173.92845704814155,0.0538124498706212
mixed,176.9655240707328,0.0533334211214929
